,filename,filepath,label
0,human1819.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1819.jpg,0
1,human1370.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1370.jpg,0
2,human1999.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1999.jpg,0
3,human546.jpg,/home/sicuuu/桌面/data/train_data/human_train/human546.jpg,0
4,human1375.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1375.jpg,0
5,human803.jpg,/home/sicuuu/桌面/data/train_data/human_train/human803.jpg,0
6,human1871.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1871.jpg,0
7,human1511.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1511.jpg,0
8,human946.jpg,/home/sicuuu/桌面/data/train_data/human_train/human946.jpg,0
9,human1544.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1544.jpg,0
10,human1218.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1218.jpg,0
11,human1911.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1911.jpg,0
12,human1202.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1202.jpg,0
13,human1575.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1575.jpg,0
14,human601.jpg,/home/sicuuu/桌面/data/train_data/human_train/human601.jpg,0
15,human205.jpg,/home/sicuuu/桌面/data/train_data/human_train/human205.jpg,0
16,human1449.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1449.jpg,0
17,human1088.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1088.jpg,0
18,human368.jpg,/home/sicuuu/桌面/data/train_data/human_train/human368.jpg,0
19,human1988.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1988.jpg,0
20,human930.jpg,/home/sicuuu/桌面/data/train_data/human_train/human930.jpg,0
21,human1144.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1144.jpg,0
22,human191.jpg,/home/sicuuu/桌面/data/train_data/human_train/human191.jpg,0
23,human1199.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1199.jpg,0
24,human1438.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1438.jpg,0
25,human1812.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1812.jpg,0
26,human1001.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1001.jpg,0
27,human1060.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1060.jpg,0
28,human1979.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1979.jpg,0
29,human1936.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1936.jpg,0
30,human130.jpg,/home/sicuuu/桌面/data/train_data/human_train/human130.jpg,0
31,human1703.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1703.jpg,0
32,human1201.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1201.jpg,0
33,human699.jpg,/home/sicuuu/桌面/data/train_data/human_train/human699.jpg,0
34,human1204.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1204.jpg,0
35,human1059.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1059.jpg,0
36,human1551.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1551.jpg,0
37,human659.jpg,/home/sicuuu/桌面/data/train_data/human_train/human659.jpg,0
38,human899.jpg,/home/sicuuu/桌面/data/train_data/human_train/human899.jpg,0
39,human93.jpg,/home/sicuuu/桌面/data/train_data/human_train/human93.jpg,0
40,human1283.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1283.jpg,0
41,human907.jpg,/home/sicuuu/桌面/data/train_data/human_train/human907.jpg,0
42,human1185.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1185.jpg,0
43,human928.jpg,/home/sicuuu/桌面/data/train_data/human_train/human928.jpg,0
44,human379.jpg,/home/sicuuu/桌面/data/train_data/human_train/human379.jpg,0
45,human1082.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1082.jpg,0
46,human1506.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1506.jpg,0
47,human1556.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1556.jpg,0
48,human1584.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1584.jpg,0
49,human271.jpg,/home/sicuuu/桌面/data/train_data/human_train/human271.jpg,0
50,human742.jpg,/home/sicuuu/桌面/data/train_data/human_train/human742.jpg,0
51,human1536.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1536.jpg,0
52,human1678.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1678.jpg,0
53,human1706.jpg,/home/sicuuu/桌面/data/train_data/human_train/human1706.jpg,0
54,human217.jpg,/home/sicuuu/桌面/data/train_data/human_train/human217.jpg,0
55,human702.jpg,/home/sicuuu/桌面/data/train_data/human_train/human702.jpg,0
